,one,two,three,four,key
2000,0.467976300189,-0.0386485396255,-0.295344251987,-1.82472622729,1
2001,-0.358893469543,1.40445260007,0.704964644926,-0.200638304015,H
2002,-0.50184039929,0.659253707223,-0.421690619312,-0.0576883018364,F
2003,0.204886212202,1.07413396504,1.38836131252,-0.982404023494,L
2004,0.354627914484,-0.133115852296,0.283762637978,-0.837062961653,E
2005,1.81748001608,0.742272722638,0.419394843928,-2.25103520513,3
2006,-0.776764319165,0.935517747061,-0.332871759623,-1.87564085416,G
2007,-0.913134961617,1.53062351168,-0.572656719239,0.477252252981,X
2008,0.358479538224,-0.49757199147,-0.367016188009,0.507701778685,D
2009,-1.74087710829,-1.16041658062,-1.63783027929,2.17220101238,Q
2010,0.24056373835,-0.328249185208,1.25215525783,1.07279626643,N
2011,0.764018252198,1.16547617218,-0.639544262638,1.49525751956,W
2012,0.571034923177,-0.310537224251,0.582437274651,-0.2987651796,T
2013,2.31765810894,0.430709506296,-1.33421573445,0.199679483557,M
2014,1.54777073472,-1.11975292512,-2.27763354506,0.329585909852,M
2015,-1.31060811665,0.401719086645,-1.00098707369,1.15670834954,X
2016,-0.0884964396951,0.634711729043,0.153323985774,0.415334751149,Z
2017,-0.0186628260149,-0.247487241047,-1.44652215689,0.750937748749,T
2018,-0.0701272145463,-1.57909726069,0.120891794918,0.671431885035,E
2019,-0.194677940725,-0.492039150308,2.35960484963,0.319810396195,H
2020,-0.248617847177,0.868706587235,-0.492226143765,-0.717959381922,U
2021,-1.09154895394,-0.867110226119,-0.647760443099,-0.832561559975,Q
2022,0.641404300148,-0.138821578977,-0.621962804042,-0.284839425379,I
2023,1.21640846838,0.99268666512,0.165161778012,-0.0696186082242,1
2024,-0.564474180519,0.792832268133,0.747052842907,0.57167515791,Y
2025,1.75987899507,-0.515665834496,-0.230480686323,1.36231722352,9
2026,0.126266090531,0.309281375664,0.38281996138,-0.239199054993,E
2027,1.33436047951,-0.100152166835,-0.840730552173,-0.643966598255,C
2028,-0.737620017711,0.278087463151,-0.053235240431,-0.950971590734,6
2029,-1.1484864849,-0.986292150868,-0.144963115417,0.124362404338,K
2030,1.63059449241,0.243886206002,0.468368306354,1.25804787443,R
2031,1.04488953219,0.0807175385621,0.857885542829,-0.298381802517,G
2032,-0.262542542362,-1.61519874791,-1.08723871374,0.759029075237,N
2033,0.0201440713103,1.10779156618,-0.559435335039,-0.481925210095,G
2034,-1.20391554609,1.88534310731,-0.0804704068388,0.25064589327,L
2035,0.366914548813,-2.43008643092,-1.05344696342,0.346278884194,X
2036,0.434220473424,-0.0798625386706,-0.422976747932,-0.0742721760915,U
2037,0.0406656980213,-1.81021570262,-0.189192727269,1.22926636581,O
2038,1.33845943246,0.338489099729,-0.213446105129,2.32592341971,M
2039,0.572981073363,0.782663875351,1.30767321124,1.61995725335,9
2040,0.762428447112,-0.648528798886,1.93651473707,-1.15966561312,F
2041,-1.25204557796,-1.53853949038,1.0422813822,0.623835121823,T
2042,-0.0475302140596,-0.494310199706,-0.165460018905,0.472929032513,Y
2043,0.124547711991,0.730791450242,-0.25752685093,-1.51125664924,5
2044,0.801889237656,-0.462780621429,-1.73462083332,0.674768319362,P
2045,-0.992306666472,-1.09683007882,-2.0617943017,0.035390605957,E
2046,-0.109662774864,2.57709376617,0.91356252242,0.613594050216,E
2047,-0.541680906279,1.5100313553,0.467944825377,0.553225037837,K
2048,-0.0795865737601,-0.609923697841,0.35383422895,1.10803005914,P
2049,-0.0437516462601,-0.410666385961,-0.729599036366,0.263223371713,W
2050,-0.761490177447,1.10418191625,1.27060866366,-0.319284452382,Q
2051,-0.804975073037,0.559520138339,1.05223226496,-0.645574265818,P
2052,0.35394105397,1.82996269805,0.398922026361,-1.52223131661,T
2053,1.54163640493,0.478316068959,-0.666760327343,1.36717494756,Y
2054,-0.987620842341,0.337534288405,0.386934953004,1.99614391761,X
2055,-0.353462320307,-0.448433452071,-0.420520291568,0.606223206634,J
2056,-0.275687122051,0.127910363851,0.877755572144,0.141774294303,0
2057,0.448882070123,-0.0164103203039,-0.0414342913919,0.483096480304,O
2058,-0.0437649578253,-0.878445916853,1.52507535186,0.00822316479269,J
2059,-0.0644155835746,0.080920574987,0.644715202274,0.393025120766,8
2060,0.0150183089497,-1.62030091273,0.465865552616,1.63737662602,W
2061,0.579715377177,-0.565645982402,-0.812128961966,1.53280260401,B
2062,-0.324507167079,1.85335063636,-2.26860910203,-0.355131709073,U
2063,-0.100246742541,-1.9546139579,0.132518774906,0.83692675288,O
2064,0.275725087798,0.349561138652,-0.617722975053,0.675990898106,V
2065,0.300486311556,-0.914367342324,-1.6046088239,-0.90545849944,L
2066,-0.362382393314,0.708360644964,-0.388316739311,-2.32876299592,9
2067,0.805330955425,0.0736168178539,0.481166223853,0.632620759249,V
