,one,two,three,four,key
4000,0.467976300189,-0.0386485396255,-0.295344251987,-1.82472622729,H
4001,-0.358893469543,1.40445260007,0.704964644926,-0.200638304015,Z
4002,-0.50184039929,0.659253707223,-0.421690619312,-0.0576883018364,2
4003,0.204886212202,1.07413396504,1.38836131252,-0.982404023494,B
4004,0.354627914484,-0.133115852296,0.283762637978,-0.837062961653,1
4005,1.81748001608,0.742272722638,0.419394843928,-2.25103520513,R
4006,-0.776764319165,0.935517747061,-0.332871759623,-1.87564085416,R
4007,-0.913134961617,1.53062351168,-0.572656719239,0.477252252981,L
4008,0.358479538224,-0.49757199147,-0.367016188009,0.507701778685,8
4009,-1.74087710829,-1.16041658062,-1.63783027929,2.17220101238,M
4010,0.24056373835,-0.328249185208,1.25215525783,1.07279626643,K
4011,0.764018252198,1.16547617218,-0.639544262638,1.49525751956,8
4012,0.571034923177,-0.310537224251,0.582437274651,-0.2987651796,U
4013,2.31765810894,0.430709506296,-1.33421573445,0.199679483557,5
4014,1.54777073472,-1.11975292512,-2.27763354506,0.329585909852,M
4015,-1.31060811665,0.401719086645,-1.00098707369,1.15670834954,0
4016,-0.0884964396951,0.634711729043,0.153323985774,0.415334751149,B
4017,-0.0186628260149,-0.247487241047,-1.44652215689,0.750937748749,K
4018,-0.0701272145463,-1.57909726069,0.120891794918,0.671431885035,Y
4019,-0.194677940725,-0.492039150308,2.35960484963,0.319810396195,N
4020,-0.248617847177,0.868706587235,-0.492226143765,-0.717959381922,K
4021,-1.09154895394,-0.867110226119,-0.647760443099,-0.832561559975,E
4022,0.641404300148,-0.138821578977,-0.621962804042,-0.284839425379,A
4023,1.21640846838,0.99268666512,0.165161778012,-0.0696186082242,A
4024,-0.564474180519,0.792832268133,0.747052842907,0.57167515791,8
4025,1.75987899507,-0.515665834496,-0.230480686323,1.36231722352,I
4026,0.126266090531,0.309281375664,0.38281996138,-0.239199054993,I
4027,1.33436047951,-0.100152166835,-0.840730552173,-0.643966598255,L
4028,-0.737620017711,0.278087463151,-0.053235240431,-0.950971590734,U
4029,-1.1484864849,-0.986292150868,-0.144963115417,0.124362404338,L
4030,1.63059449241,0.243886206002,0.468368306354,1.25804787443,F
4031,1.04488953219,0.0807175385621,0.857885542829,-0.298381802517,S
4032,-0.262542542362,-1.61519874791,-1.08723871374,0.759029075237,D
4033,0.0201440713103,1.10779156618,-0.559435335039,-0.481925210095,V
4034,-1.20391554609,1.88534310731,-0.0804704068388,0.25064589327,I
4035,0.366914548813,-2.43008643092,-1.05344696342,0.346278884194,N
4036,0.434220473424,-0.0798625386706,-0.422976747932,-0.0742721760915,4
4037,0.0406656980213,-1.81021570262,-0.189192727269,1.22926636581,V
4038,1.33845943246,0.338489099729,-0.213446105129,2.32592341971,X
4039,0.572981073363,0.782663875351,1.30767321124,1.61995725335,M
4040,0.762428447112,-0.648528798886,1.93651473707,-1.15966561312,P
4041,-1.25204557796,-1.53853949038,1.0422813822,0.623835121823,6
4042,-0.0475302140596,-0.494310199706,-0.165460018905,0.472929032513,K
4043,0.124547711991,0.730791450242,-0.25752685093,-1.51125664924,Q
4044,0.801889237656,-0.462780621429,-1.73462083332,0.674768319362,B
4045,-0.992306666472,-1.09683007882,-2.0617943017,0.035390605957,K
4046,-0.109662774864,2.57709376617,0.91356252242,0.613594050216,Y
4047,-0.541680906279,1.5100313553,0.467944825377,0.553225037837,L
4048,-0.0795865737601,-0.609923697841,0.35383422895,1.10803005914,U
4049,-0.0437516462601,-0.410666385961,-0.729599036366,0.263223371713,H
4050,-0.761490177447,1.10418191625,1.27060866366,-0.319284452382,B
4051,-0.804975073037,0.559520138339,1.05223226496,-0.645574265818,N
4052,0.35394105397,1.82996269805,0.398922026361,-1.52223131661,H
4053,1.54163640493,0.478316068959,-0.666760327343,1.36717494756,6
4054,-0.987620842341,0.337534288405,0.386934953004,1.99614391761,9
4055,-0.353462320307,-0.448433452071,-0.420520291568,0.606223206634,U
4056,-0.275687122051,0.127910363851,0.877755572144,0.141774294303,B
4057,0.448882070123,-0.0164103203039,-0.0414342913919,0.483096480304,U
